DESTINO,ORIGEN,UNIDAD MEDIDA,CANTIDAD,FOBDOL,FOBPES
USA,AXM,M3,95,104645,422470536
PAN,AXM,M3,12,12125,48952665
DEU,BOG,KG,480,3000,12111570
DEU,BOG,KG,90,635,2561597
DEU,BOG,KG,60,228,920479
DEU,BOG,KG,270,941,3796977
DEU,BOG,KG,1204,6903,27612298
DEU,BOG,KG,64,296,1195008
DEU,BOG,U,32,9256,36845082
DEU,BOG,U,9,5175,20599967
DEU,BOG,U,9,3267,13004849
DEU,BOG,U,16,4560,18151855
DEU,BOG,U,1380,1094,4347840
DEU,BOG,U,28995,15999,65473597
DEU,BOG,U,50,4930,20294789
DEU,BOG,U,245,54726,225284504
DEU,BOG,U,20,6256,25753387
DEU,BOG,U,20,3604,14836190
DEU,BOG,U,20,4216,17355543
DEU,BOG,U,20,3332,13716478
DEU,BOG,U,20,3332,13716478
DEU,BOG,U,100,7780,32027070
DEU,BOG,KG,1088,157775,636965634
DEU,BOG,U,1,2526,10080297
DEU,BOG,KG,27,60,247063
DEU,BOG,KG,9,20,82354
DEU,BOG,U,1300,200,811388
DEU,BOG,U,38160,6102,24935734
DEU,BOG,U,62,99872,405667866
DEU,BOG,U,5600,1008,4098316
DEU,BOG,U,12480,2246,9133391
DEU,BOG,U,13,1484,5883801
DEU,BOG,U,2560,461,1870917
DEU,BOG,U,50,18500,74688015
DEU,BOG,U,44787,13918,56397252
DEU,BOG,U,1800,297,1181121
DEU,BOG,U,10080,1808,7210408
DEU,BOG,KG,17,50,199764
DEU,BOG,KG,38,104,412211
DEU,BOG,KG,20,50,198179
DEU,BOG,KG,82,320,1268342
DEU,BOG,KG,24,88,348794
DEU,BOG,KG,120,583,2310761
DEU,BOG,KG,1198,5380,21324403
DEU,BOG,KG,13,70,277450
DEU,BOG,KG,8,29,112962
DEU,BOG,U,2,287,1183314
DEU,BOG,U,1,568,2339582
DEU,BOG,U,1,194,799401
DEU,BOG,U,986,88155,362897703
DEU,BOG,U,9,326,1340156
DEU,BOG,U,1,41,168863
DEU,BOG,U,2,6331,26063613
DEU,BOG,U,6,6874,28296781
DEU,BOG,U,1,372,1531010
DEU,BOG,U,5,8753,36012709
DEU,BOG,U,19660,6549,26330876
DEU,BOG,U,3,2238,9052867
DEU,BOG,U,2,747,2960708
DEU,BOG,U,4,450,1787799
DEU,BOG,U,1,1457,5997872
DEU,BOG,U,1,374,1540387
DEU,BOG,U,38,7457,30514581
DEU,BOG,U,1,50,200253
DEU,BOG,U,1,50,200253
DEU,BOG,U,21600,2943,11881046
DEU,BOG,U,58200,8776,35547304
DEU,BOG,KG,560,4922,20140648
DEU,BOG,KG,810,3487,13914183
DEU,BOG,U,3,10316,41005041
DEU,BOG,U,4,13933,56388384
DEU,BOG,U,5,18860,76329911
DEU,BOG,U,6000,1140,4648282
DEU,BOG,U,14400,2736,11155876
DEU,BOG,KG,0,27,106493
DEU,BOG,U,1,83,329257
DEU,BOG,U,1,514,2044667
DEU,BOG,KG,5,21,85186
DEU,BOG,U,16,95,379343
DEU,BOG,KG,8,39,153359
DEU,BOG,KG,3,23,90274
DEU,BOG,KG,1,8,31960
DEU,BOG,KG,2,2,6837
DEU,BOG,U,2,51,203167
DEU,BOG,U,2,73,289665
DEU,BOG,U,2,355,1409726
DEU,BOG,U,1,122,485597
DEU,BOG,U,1,74,292209
DEU,BOG,U,1,334,1329032
DEU,BOG,U,20,643,2555824
DEU,BOG,U,1,26,102239
DEU,BOG,U,29,5556,22086196
DEU,BOG,KG,0,2,8586
DEU,BOG,U,2,9498,39078390
DEU,BOG,U,1,1824,7502860
DEU,BOG,U,5,14005,57619150
DEU,BOG,U,145,725,2941282
DEU,BOG,U,2,21968,87323982
DEU,BOG,U,101,6315,25102216
DEU,BOG,U,16,26255,106187801
DEU,BOG,U,24320,4717,19232469
DEU,BOG,U,3231,4972,19773047
DEU,BOG,U,58360,10577,43436054
DEU,BOG,U,1,5471,21652485
DEU,BOG,U,10530,1895,7693329
DEU,BOG,U,79320,14443,57579527
DEU,BOG,U,2050,369,1467454
DEU,BOG,U,11100,2781,11058001
DEU,BOG,U,2250,1202,4918981
DEU,BOG,U,1,924,3657454
DEU,BOG,U,510,770,3062564
DEU,BOG,KG,978,5514,22482189
DEU,BOG,KG,300,1918,7899003
DEU,BOG,U,3,28040,111463153
DEU,BOG,U,11,113982,453086761
DEU,BOG,KG,1,44999,183219947
DEU,BOG,U,1,300,1213353
DEU,BOG,KG,1056,6336,26068141
DEU,BOG,KG,1836,9949,40708065
DEU,BOG,KG,200,1200,4937148
DEU,BOG,KG,1224,6357,26154542
DEU,BOG,KG,12,47,191233
DEU,BOG,KG,2139,12960,52717346
DEU,BOG,KG,597,1622,6579112
DEU,BOG,KG,16172,96475,392943488
DEU,BOG,U,6400,832,3332210
DEU,BOG,KG,9,48,189657
DEU,BOG,KG,48,291,1154192
DEU,BOG,KG,13,40,156561
DEU,BOG,KG,280,2114,8378987
DEU,BOG,KG,118,868,3441489
DEU,BOG,KG,25,129,511301
DEU,BOG,KG,34,216,857320
DEU,BOG,KG,263,1873,7423767
DEU,BOG,KG,145,958,3797695
DEU,BOG,KG,59,54077,219065628
DEU,BOG,U,400,114,460240
DEU,BOG,U,10440,1670,6743722
DEU,BOG,U,91440,13691,55141540
DEU,BOG,KG,559,4740,19398995
DEU,BOG,U,2720,370,1497107
DEU,BOG,U,4420,606,2450687
DEU,BOG,U,5780,751,3009402
DEU,BOG,U,9520,1238,4956662
DEU,BOG,U,4760,1483,5901343
DEU,BOG,U,11970,1915,7591029
DEU,BOG,U,58440,9350,37060965
DEU,BOG,U,8160,2448,9767251
DEU,BOG,U,4,4400,17981766
DEU,BOG,KG,1820,14875,58958104
DEU,BOG,U,1280,13,51071
DEU,BOG,U,16070,4557,18435491
DEU,BOG,U,8050,2459,9790060
DEU,BOG,M3,3334,2858384,11575369464
DEU,BOG,KG,435,8232,33294892
DEU,BOG,U,2261524,30131,122504692
DEU,BOG,U,107804,1112,4496039
ARM,BOG,U,50,1,2028
ARM,BOG,U,100,10,39807
ARM,BOG,U,70,7,27865
ARM,BOG,U,60,6,23884
ARM,BOG,KG,12,15,59710
ARM,BOG,U,400,68,270306
ARM,BOG,U,8640,2678,10813210
ARM,BOG,U,400,74,301731
ARM,BOG,U,1800,331,1349633
ARM,BOG,U,560,1838,7474548
ARM,BOG,U,60,138,561079
ARM,BOG,U,970,155,617206
ARM,BOG,U,38505,5842,23233693
ARM,BOG,U,400,4,15907
ARM,BOG,U,2900,437,1773004
ARM,BOG,U,3950,580,2351240
ARM,BOG,U,200,64,258380
ARM,BOG,U,800,144,572413
ARM,BOG,U,1050,160,649347
ARM,BOG,U,2100,325,1319999
ARM,BOG,U,76,2,6171
ABW,BOG,U,1,76,303299
ABW,BOG,U,4,182,723466
ABW,BOG,U,240,10598,42128004
ABW,BOG,U,9,748,2971777
ABW,BOG,U,3,183,726249
ABW,BOG,U,2,127,506426
ABW,BOG,U,9,422,1677885
ABW,BOG,U,3,205,815291
ABW,BOG,U,33,2272,9032199
ABW,BOG,U,25,998,3965152
ABW,BOG,U,15,108,428515
ABW,BOG,U,1,18,72347
ABW,BOG,U,2842,799,3242469
ABW,BOG,U,2639,803,3255775
ABW,BOG,U,1734,899,3646215
ABW,BOG,KG,184,705,2861076
ABW,BOG,U,1500,2858,11559210
ABW,BOG,U,2,7225,28720025
ABW,BOG,U,1,5054,20090105
ABW,BOG,KG,600,3600,14363604
ABW,BOG,KG,73,3948,15624326
ABW,BOG,KG,106,5000,19789483
ABW,BOG,KG,158,3617,14313513
ABW,BOG,KG,205,9321,36890374
ABW,BOG,KG,63,3664,14500636
ABW,BOG,KG,10,3,12180
ABW,BOG,U,9868,6221,25116328
ABW,BOG,U,219,285,1150034
ABW,BOG,U,877,1139,4600095
ABW,BOG,U,1316,524,2116012
ABW,BOG,U,657,456,1839990
ABW,BOG,U,25655,5663,22864545
ABW,BOG,KG,112,1738,7015102
ABW,BOG,KG,10,4,16020
ABW,BOG,KG,9,4,16020
ABW,BOG,KG,26,8,32040
ABW,BOG,KG,10,4,16020
ABW,BOG,KG,5,2,8010
ABW,BOG,L,13,4,16020
ABW,BOG,L,12,2,8010
ABW,BOG,U,4325,1384,5627053
ABW,BOG,U,3280,1459,5931174
ABW,BOG,U,6160,1544,6231726
ABW,BOG,U,804,427,1724647
ABW,BOG,U,268,57,229958
ABW,BOG,U,536,114,459917
ABW,BOG,U,7767,1677,6772023
ABW,BOG,KG,105,997,4024150
ABW,BOG,U,1,2003,8020934
ABW,BOG,KG,90,184,741135
ABW,BOG,KG,75,170,683459
ABW,BOG,KG,252,549,2211129
ABW,BOG,U,29600,44566,178966386
ABW,BOG,U,1160,162,662845
ABW,BOG,U,5700,1896,7603896
ABW,BOG,U,1280,323,1316953
ABW,BOG,U,4850,2600,10443844
ABW,BOG,U,100,18,74119
ABW,BOG,U,2700,1314,5273260
ABW,BOG,U,255,150,613091
ABW,BOG,U,2584,2764,11073408
ABW,BOG,KG,212,3742,15156034
ABW,BOG,KG,30,61,250901
ABW,BOG,KG,25,57,231339
ABW,BOG,KG,84,183,749142
ABW,BOG,KG,63,239,950047
ABW,BOG,KG,2,23,89599
ABW,BOG,KG,67,357,1417756
ABW,BOG,KG,8,40,160395
ABW,BOG,KG,1058,5150,20470243
ABW,BOG,KG,10,61,244055
ABW,BOG,KG,105,57,225027
ABW,BOG,KG,27,183,728701
ABW,BOG,M3,560,466202,1869878521
BIH,BOG,U,800,136,552947
BIH,BOG,U,400,60,242158
BIH,BOG,U,800,115,466753
BIH,BOG,U,39910,11157,44350079
BIH,BOG,U,11700,1404,5581026
AIA,BOG,M3,2,1730,6885285
ATG,BOG,U,2,366,1465051
ATG,BOG,U,70,5255,21044908
ATG,BOG,U,232,4580,18344456
ATG,BOG,U,6,426,1707597
ATG,BOG,U,6,279,1117412
ATG,BOG,U,150,2058,8241212
ATG,BOG,U,20,880,3523572
ATG,BOG,U,116,4927,19734132
ATG,BOG,U,158,2353,9425268
ATG,BOG,U,41,2831,11337324
ATG,BOG,U,142,1394,5581692
ATG,BOG,U,6,115,460181
SAU,BOG,U,4968,3372,13801301
SAU,BOG,U,1400,900,3654135
SAU,BOG,U,4800,576,2329638
SAU,BOG,U,26619,20228,82469404
SAU,BOG,KG,602,4409,17882806
SAU,BOG,KG,120,485,1921539
SAU,BOG,KG,46,272,1077536
SAU,BOG,KG,40,183,725333
SAU,BOG,KG,53,222,878961
SAU,BOG,KG,81,250,989902
SAU,BOG,KG,25,149,588590
SAU,BOG,KG,57,290,1151219
SAU,BOG,KG,20,90,356721
SAU,BOG,U,3180,2203,8942886
SAU,BOG,U,3934,3390,13606905
SAU,BOG,KG,85,744,2968478
SAU,BOG,U,13450,4754,19573534
SAU,BOG,U,2400,456,1877676
SAU,BOG,U,300,96,395300
SAU,BOG,U,800,256,1054134
SAU,BOG,U,1290,1259,5182138
SAU,BOG,U,1000,334,1375315
SAU,BOG,KG,1430,4050,16676726
SAU,BOG,U,1,13078,53323456
SAU,BOG,U,89,10549,42690940
SAU,BOG,U,10,7832,31131315
SAU,BOG,KG,12960,65027,259449779
SAU,BOG,KG,28,80,323756
SAU,BOG,KG,10880,36260,147985018
SAU,BOG,KG,90,398,1638516
SAU,BOG,KG,300,754,3080697
SAU,BOG,KG,98,129,524571
SAU,BOG,KG,60,340,1399105
SAU,BOG,KG,375,2007,8206320
SAU,BOG,KG,76,263,1074211
SAU,BOG,KG,2720,25845,104559259
SAU,BOG,KG,7970,35930,142824984
SAU,BOG,KG,1440,20640,82686730
SAU,BOG,U,2,3796,15089442
SAU,BOG,KG,70,568,2292761
ARG,BOG,U,25480,2548,10099176
ARG,BOG,U,31650,9234,37787552
ARG,BOG,U,26200,5134,20726933
ARG,BOG,U,58800,10022,39837358
ARG,BOG,KG,80,1210,4893857
ARG,BOG,U,150,5965,24410748
ARG,BOG,KG,24,25290,102601757
ARG,BOG,U,6,7299,28931286
ARG,BOG,U,278,3414,14054038
ARG,BOG,KG,441,5918,23890799
ARG,BOG,KG,960,20723,83703340
ARG,BOG,KG,4,2540,10173413
ARG,BOG,KG,73,1328,5363044
ARG,BOG,M2,9533,68659,279952219
ARG,BOG,U,3,4516,18230416
ARG,BOG,U,1,959,3880814
ARG,BOG,U,2,5906,23842554
ARG,BOG,KG,4,620,2501039
ARG,BOG,KG,1,200,805419
ARG,BOG,KG,1,228,921448
ARG,BOG,U,1700,102,405459
ARG,BOG,U,10,63,255150
ARG,BOG,U,2,2,9851
ARG,BOG,U,10,2124,8573498
ARG,BOG,KG,0,18,70974
ARG,BOG,U,126,8,30052
ARG,BOG,KG,0,38,151435
ARG,BOG,KG,24,1532,6183481
ARG,BOG,KG,0,46,184500
ARG,BOG,KG,0,0,1938
ARG,BOG,U,2,6747,27238033
ARG,BOG,U,1,20810,84013924
ARG,BOG,M3,0,41,166736
ARG,BOG,KG,0,40,159004
ARG,BOG,KG,0,35,137777
ARG,BOG,KG,0,75,298132
ARG,BOG,U,5,23,95531
ARG,BOG,U,4200,214,864046
ARG,BOG,U,13150,1788,7214102
ARG,BOG,U,400,306,1234352
ARG,BOG,U,14875,4418,17821461
ARG,BOG,U,6125,674,2717793
ARG,BOG,U,880,510,2058867
ARG,BOG,U,10120,2366,9557932
ARG,BOG,U,16975,1867,7688794
ARG,BOG,U,1,34,137789
ARG,BOG,U,10,134,540176
ARG,BOG,U,2,830,3352402
ARG,BOG,U,28,2584,10432705
ARG,BOG,U,1,240,967109
ARG,BOG,U,11,1450,5854208
ARG,BOG,U,1,2922,11795256
ARG,BOG,U,17,1117,4509259
ARG,BOG,U,3,212,856046
ARG,BOG,U,2,200,806065
ARG,BOG,U,5,2479,10144068
ARG,BOG,KG,5000,24000,97068240
ARG,BOG,U,112000,3252,13307930
ARG,BOG,KG,33,75,304772
ARG,BOG,KG,125,92,375801
ARG,BOG,M3,0,222,903459
ARG,BOG,U,238,923,3698433
ARG,BOG,M3,2290,1903119,7637141251
AUS,BOG,U,1980,302,1237398
AUS,BOG,U,3080,862,3428118
AUS,BOG,U,6450,3753,15358514
AUS,BOG,U,34,3316,13201494
AUS,BOG,U,5,1168,4651015
AUS,BOG,U,4,1280,5095258
AUS,BOG,U,5,586,2334265
AUS,BOG,U,14,1360,5413711
AUS,BOG,U,965,708,2886828
AUS,BOG,KG,60,111764,447621045
AUS,BOG,U,6,626,2578632
AUS,BOG,U,9,2016,8299045
AUS,BOG,U,9,2884,11870599
AUS,BOG,U,7,1757,7232025
AUS,BOG,U,7,1267,5216543
AUS,BOG,U,6000,2969,12038660
AUS,BOG,U,15800,5492,21767926
AUS,BOG,U,219242,32724,133920290
AUS,BOG,U,32360,5865,23835206
AUS,BOG,U,500,138,560244
AUS,BOG,U,226,1405,5784806
AUS,BOG,U,477,12681,51683810
AUS,BOG,U,1,62,249061
AUS,BOG,U,208,1300,5267813
AUS,BOG,U,349,1209,4840275
AUS,BOG,KG,129,195,788265
AUS,BOG,U,1,96,389486
AUS,BOG,U,1422,37831,153016357
AUS,BOG,U,40,494,1994089
AUS,BOG,U,558,14094,57120489
AUS,BOG,U,5178,76780,310114670
AUS,BOG,U,71,1828,7378207
AUS,BOG,U,169,2034,8211887
AUS,BOG,U,22,73,295119
AUS,BOG,U,358,3013,12165265
AUS,BOG,U,30,880,3623173
AUS,BOG,U,467,9276,38194354
AUS,BOG,U,211,2357,9704907
AUS,BOG,U,10,137,565773
AUS,BOG,U,1008,9478,39027820
AUS,BOG,KG,293,13824,56205481
AUS,BOG,U,22,202,816343
AUS,BOG,U,25600,9432,38048496
AUS,BOG,U,1216,791,3236624
AUS,BOG,U,600,192,775140
AUS,BOG,U,15000,11550,47266412
AUS,BOG,KG,20,12894,53092600
AUS,BOG,KG,127,2436,9826410
AUS,BOG,KG,8,114,459857
AUS,BOG,KG,83,3313,13510027
AUS,BOG,U,1,2800,11331908
AUS,BOG,U,27150,6555,26614283
AUS,BOG,U,480,624,2533534
AUS,BOG,U,2360,4119,16777721
AUS,BOG,U,1080,1912,7761383
AUS,BOG,U,50,176,712556
AUS,BOG,U,23400,3372,13690826
AUS,BOG,U,1700,357,1449474
AUS,BOG,U,75,151,612068
AUS,BOG,KG,112,988,4011428
AUS,BOG,U,4767,1289,5109357
AUS,BOG,U,9000,2428,9638288
AUS,BOG,U,102575,32397,130552929
AUS,BOG,U,18000,3700,14705845
AUS,BOG,U,340,459,1863609
AUS,BOG,U,33,3,12708
AUS,BOG,U,30,3630,14538368
AUS,BOG,U,5700,1667,6662189
AUS,BOG,U,8250,1740,6916657
AUS,BOG,U,1400,376,1517983
AUS,BOG,U,5400,810,3293727
AUS,BOG,KG,1186,7798,32099111
AUS,BOG,KG,44,3341,13281650
AUS,BOG,KG,33,1356,5390818
AUS,BOG,U,300,15,59848
AUS,BOG,U,9200,1814,7467494
AUS,BOG,KG,1,11655,47978856
AUS,BOG,U,93630,17819,71938285
AUS,BOG,U,255040,72546,292881986
AUS,BOG,U,18376,6520,25916315
AUS,BOG,U,45500,8962,35624757
AUS,BOG,KG,51,168753,682960902
AUS,BOG,KG,552,4601,18211125
AUS,BOG,KG,1462,30460,123195775
AUS,BOG,U,3,390,1574504
AUS,BOG,U,8,2304,9301686
AUS,BOG,U,6,1548,6249570
AUS,BOG,U,6,1800,7266942
AUS,BOG,U,38,8152,32911173
AUS,BOG,U,12,3192,12886710
AUS,BOG,U,14,2356,9511620
AUS,BOG,U,2,516,2083190
AUS,BOG,U,4,1288,5199901
AUT,BOG,U,13080,2224,9066596
AUT,BOG,U,25740,4376,17842062
AUT,BOG,C/T,128,119334,491247299
AUT,BOG,U,20160,3202,12922126
AUT,BOG,U,72460,10959,44154375
AUT,BOG,U,160,2,6454
AUT,BOG,U,380,4,15329
AZE,BOG,U,7179,5070,20631407
AZE,BOG,U,32,77,312253
AZE,BOG,U,1,18656,76344544
AZE,BOG,U,1,17252,70600877
AZE,BOG,U,1,12717,52042161
AZE,BOG,U,1400,308,1243455
AZE,BOG,U,1000,320,1291901
AZE,BOG,U,432,35,141431
AZE,BOG,U,6400,855,3478202
AZE,BOG,U,56300,7909,32158041
BHS,BOG,U,192,8418,33985025
BHS,BOG,U,200,9067,36603183
BHS,BOG,U,682,7681,31007719
BHS,BOG,U,219,15430,62293236
BHS,BOG,U,587,8240,33264911
BHS,BOG,M3,3,2847,11493355
BHR,BOG,U,3468,2268,8989377
BHR,BOG,U,8237,3636,14800766
BHR,BOG,U,480,134,550009
BHR,BOG,C/T,931,240,987982
BHR,BOG,C/T,541,51500,212004385
BHR,BOG,U,1006,317,1278659
BHR,BOG,U,3774,543,2192033
BHR,BOG,KG,36,98,391308
BHR,BOG,KG,6,30,117305
BHR,BOG,KG,82,231,917252
BHR,BOG,KG,7,31,124460
BHR,BOG,U,18500,4520,17992628
BHR,BOG,U,16762,2154,8561787
BHR,BOG,U,4558,834,3339726
BHR,BOG,U,11875,2969,12104900
BHR,BOG,U,103900,15657,62968945
BHR,BOG,U,7500,750,3054731
BHR,BOG,U,4000,800,3247195
BHR,BOG,U,920,120,482446
BHR,BOG,U,4110,2743,11295908
BHR,BOG,U,6180,1746,7120005
BHR,BOG,KG,328,4180,17054501
BRB,BOG,KG,58,5785,23672656
BEL,BOG,KG,80,530,2124284
BEL,BOG,KG,160,462,1851940
BEL,BOG,KG,69,200,799570
BEL,BOG,KG,169,977,3912783
BEL,BOG,U,1,40,162406
BEL,BOG,U,2,100,400506
BEL,BOG,KG,448,3504,14146314
BEL,BOG,KG,150,1275,5147417
BEL,BOG,KG,2646,13837,54844909
BEL,BOG,U,1,1312,5220768
BEL,BOG,KG,544,22280,88564210
BEL,BOG,U,3,4623,18918596
BEL,BOG,U,6,1384,5585695
BMU,BOG,U,36,493,2018337
BMU,BOG,U,481,21889,89575988
BMU,BOG,U,210,3786,15495526
BMU,BOG,U,6,199,814701
BMU,BOG,U,8,166,679654
BMU,BOG,U,41,533,2181294
BLR,BOG,U,26104,26089,106376903
BLR,BOG,U,95350,33270,136998188
BLR,BOG,U,2800,532,2190622
BLR,BOG,U,56350,10821,44555681
BLR,BOG,U,15200,2612,10605152
BLR,BOG,U,66150,22181,91051890
BLR,BOG,U,2200,418,1721203
BLR,BOG,U,108250,20660,84889335
BLR,BOG,U,1936,5902,23997919
BLR,BOG,U,212,436,1774311
BLR,BOG,U,10000,3654,15046112
BLR,BOG,U,750,143,586774
BLR,BOG,U,2100,399,1642966
BLR,BOG,U,960,309,1271549
BLR,BOG,U,12800,1626,6578982
BLR,BOG,U,400,44,176742
BLR,BOG,U,11150,1461,5814366
BLR,BOG,U,5600,728,2987894
BLR,BOG,U,26950,3462,14151484
BLR,BOG,U,24225,5956,23673648
BLR,BOG,U,33900,4591,18249241
BLR,BOG,U,13200,1757,6985227
BLR,BOG,U,70,36,147315
BLR,BOG,U,500,1,4117
BLR,BOG,U,43300,5573,22584559
BLR,BOG,U,559350,73347,296931698
BLR,BOG,U,1000,190,768951
BLR,BOG,U,130,179,717488
BLR,BOG,U,100,26,101507
BLR,BOG,U,315,462,1852611
BLR,BOG,U,200,61,243617
BLR,BOG,KG,3,29,115041
BOL,BOG,U,300,1338,5397265
BOL,BOG,U,1160,4610,18596763
BOL,BOG,U,827,5736,23139783
BOL,BOG,U,480,2282,9137945
BOL,BOG,U,160,510,2044183
BOL,BOG,U,160,452,1810287
BOL,BOG,U,320,1438,5757674
BOL,BOG,U,160,1011,4049917
BOL,BOG,U,640,2032,8138282
BOL,BOG,U,800,4838,19378082
BOL,BOG,U,160,1040,4164461
BOL,BOG,U,6,75,308744
BOL,BOG,KG,353,10578,43547183
BOL,BOG,U,3,9,36304
BOL,BOG,U,1,4,16135
BOL,BOG,U,2,10,40338
BOL,BOG,KG,12,1639,6564293
BOL,BOG,U,4750,14120,56128271
BOL,BOG,U,21,139,551899
BOL,BOG,U,49,134,541439
BOL,BOG,U,8,39,156094
BOL,BOG,U,160,595,2361474
BOL,BOG,U,9,36,144143
BOL,BOG,U,437,1140,4581771
BOL,BOG,U,9,30,121578
BOL,BOG,U,62,166,663774
BOL,BOG,U,75,171,692744
BOL,BOG,U,51,185,732187
BOL,BOG,U,10,103,405751
BOL,BOG,U,1112,2763,10993193
BOL,BOG,U,4,76,302215
BOL,BOG,U,269,973,3857551
BOL,BOG,U,48,129,513185
BOL,BOG,U,3,147,582782
BOL,BOG,U,45,492,1947025
BOL,BOG,U,12,212,837306
BOL,BOG,U,5,31,124773
BOL,BOG,U,5,36,145805
BOL,BOG,U,2,61,242216
BOL,BOG,U,1,19,76385
BOL,BOG,U,11,108,437333
BOL,BOG,U,24,223,882741
BOL,BOG,U,22,173,684694
BOL,BOG,U,31,405,1603411
BOL,BOG,U,19,99,391028
BOL,BOG,U,325,1365,5457483
BOL,BOG,U,5,18,71790
BOL,BOG,U,44,161,650879
BOL,BOG,U,63,276,1097017
BOL,BOG,U,90,301,1190972
BOL,BOG,KG,10,1233,4986072
BOL,BOG,U,1200,780,3154718
BOL,BOG,U,590,153,620428
BOL,BOG,U,1683,4412,18056956
BOL,BOG,U,738,1910,7817578
BOL,BOG,U,586,3133,12819715
BOL,BOG,KG,335,2227,8852088
BOL,BOG,M2,161,305,1227595
BOL,BOG,M2,3350,7601,30263185
BOL,BOG,M2,35,74,295309
BOL,BOG,M2,40,72,285252
BOL,BOG,M2,216,490,1947635
BOL,BOG,M2,819,1539,6163280
BOL,BOG,M2,79,177,715642
BOL,BOG,M2,36,82,329403
BOL,BOG,M2,125,238,949594
BOL,BOG,M2,278,532,2143214
BOL,BOG,M2,175,332,1331494
BOL,BOG,M2,195,416,1660999
BOL,BOG,KG,149,2025,8129957
BOL,BOG,KG,111,1065,4287142
BOL,BOG,KG,1402,154796,619426891
BOL,BOG,KG,108,10077,39883319
BOL,BOG,KG,46,5714,23508724
BOL,BOG,KG,536,64282,264472979
BOL,BOG,KG,709,65883,271061480
BOL,BOG,KG,44,4397,18090533
BOL,BOG,KG,720,32706,130987490
BOL,BOG,KG,425,18025,71650600
BOL,BOG,KG,1580,52312,209180223
BOL,BOG,KG,2087,87374,349939114
BOL,BOG,KG,304,5116,20934519
BOL,BOG,M2,23,40,160594
BOL,BOG,M2,46,98,391758
BOL,BOG,M2,12,26,104363
BOL,BOG,KG,187,7885,31806750
BOL,BOG,U,20,150,595731
BOL,BOG,U,47,241,962523
BOL,BOG,U,63,433,1733991
BOL,BOG,U,15,110,437254
BOL,BOG,U,467,1772,7088491
BOL,BOG,U,82,286,1143057
BOL,BOG,U,168,681,2715754
BOL,BOG,U,1439,3417,13663219
BOL,BOG,U,247,645,2581767
BOL,BOG,U,145,492,1966468
BOL,BOG,U,122,317,1266489
BOL,BOG,U,7,33,131206
BOL,BOG,U,2407,5418,21645025
BOL,BOG,U,633,2565,10223810
BOL,BOG,U,916,1884,7528198
BOL,BOG,U,14,157,624682
BOL,BOG,U,5,49,195447
BOL,BOG,U,93,593,2360676
BOL,BOG,U,5,16,63480
BOL,BOG,U,178,1591,6356354
BOL,BOG,U,6,29,115826
BOL,BOG,U,416,1869,7474174
BOL,BOG,U,50,111,442559
BOL,BOG,U,42,206,820431
BOL,BOG,U,7,36,144479
BOL,BOG,U,20,80,320004
BOL,BOG,U,354,1409,5622087
BOL,BOG,KG,55,5042,20239075
BOL,BOG,U,4048,10,40051
BOL,BOG,KG,1026,51937,213682481
BOL,BOG,KG,109,11032,45389917
BOL,BOG,U,5,27,108802
BOL,BOG,U,54,360,1458820
BOL,BOG,U,42,237,964199
BOL,BOG,U,197,852,3466076
BOL,BOG,U,222,613,2493818
BOL,BOG,U,27,106,434155
BOL,BOG,U,307,692,2819587
BOL,BOG,U,5,22,87985
BOL,BOG,U,12,40,164021
BOL,BOG,U,208,524,2122094
BOL,BOG,U,117,303,1227288
BOL,BOG,U,17,71,287570
BOL,BOG,U,2340,5183,21171838
BOL,BOG,U,579,2550,10342876
BOL,BOG,U,284,522,2131287
BOL,BOG,U,5,45,182279
BOL,BOG,U,31,246,1007204
BOL,BOG,U,9,88,362048
BOL,BOG,U,142,1325,5386448
BOL,BOG,U,157,462,1872096
BOL,BOG,U,453,1634,6647793
BOL,BOG,U,22,78,319611
BOL,BOG,U,127,480,1957052
BOL,BOG,U,17,69,281061
BOL,BOG,U,208,1042,4232056
BOL,BOG,KG,58,5228,21141943
BOL,BOG,KG,44,4142,16587677
BOL,BOG,KG,129,21867,86672178
BOL,BOG,U,10,11340,45780523
BOL,BOG,KG,240,7620,30763388
BOL,BOG,U,19,237,955038
BOL,BOG,U,110,867,3498266
BOL,BOG,U,80,329,1326701
BOL,BOG,U,155,1387,5601238
BOL,BOG,2U,477,1567,6326600
BOL,BOG,U,102,603,2434910
BOL,BOG,U,525,4913,19836087
BOL,BOG,U,40,1605,6379224
BOL,BOG,U,9,352,1400623
BOL,BOG,KG,150,2220,8857556
BOL,BOG,KG,70,1340,5346453
BOL,BOG,U,210,2,8359
BOL,BOG,U,10,10,39807
BOL,BOG,U,14,10,39011
BOL,BOG,U,200,34400,139669160
BOL,BOG,KG,8,0,1009
BOL,BOG,M2,1321,8368,34445978
BOL,BOG,U,56,635,2567662
BOL,BOG,U,974,4420,17571249
BOL,BOG,U,44,860,3419372
BOL,BOG,U,48,686,2726594
BOL,BOG,U,16,304,1225408
BOL,BOG,U,10,216,872840
BOL,BOG,2U,522,3445,13932690
BOL,BOG,U,17,466,1882098
BOL,BOG,U,41,597,2368156
BOL,BOG,U,35,648,2614081
BOL,BOG,U,32,432,1778367
BOL,BOG,U,9,158,648363
BOL,BOG,U,1937,33126,134091155
BOL,BOG,U,52,676,2675453
BOL,BOG,U,204,3228,13000123
BOL,BOG,U,61,1094,4414667
